,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
minimum,"[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775    0.        ]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775    0.        ]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]","[1085.         1074.15       1063.4085     1052.774415   1042.24667085
 1031.82420414 1021.5059621  1011.29090248 1001.17799345  991.16621352
  981.25455138  971.44200587  961.72758581  952.11030995  942.58920685
  933.16331479  923.83168164  914.59336482  905.44743117  896.39295686
  887.42902729  878.55473702  869.76918965  861.07149775  852.46078278]"
proper,"[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303 1519.8521214     0.            0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605    0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303 1519.8521214  1504.65360019    0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303 1519.8521214  1504.65360019    0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303 1519.8521214  1504.65360019    0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303    0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303    0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303 1519.8521214     0.            0.            0.
    0.            0.            0.            0.            0.        ]","[1785.         1767.15       1749.4785     1731.983715   1714.66387785
 1697.51723907 1680.54206668 1663.73664601 1647.09927955 1630.62828676
 1614.32200389 1598.17878385 1582.19699601 1566.37502605 1550.71127579
 1535.20416303 1519.8521214  1504.65360019 1489.60706419 1474.71099355
    0.            0.            0.            0.            0.        ]"
